ID;GENERO;CASADO;EDAD;GRADUADO;PROFESION;EXPERIENCIA LABORAL;GASTO DEL CLIENTE;TAMAÑO FAMILIA;CATEGORIA ANONIMA DEL CLIENTE
460134;Masculino;Si;40;Si;Entretenimiento;9.0;Alto;3.0;Cat_6
460135;Femenino;No;25;Si;Enfermeria;4.0;Bajo;3.0;Cat_6
460140;Femenino;Si;41;Si;Artista;7.0;Bajo;2.0;Cat_6
460141;Masculino;No;37;Si;Artista;11.0;Bajo;1.0;Cat_6
460144;Femenino;No;53;Si;Doctor;0.0;Bajo;Tens;Cat_3
460146;Femenino;Si;51;Si;Ingenieria;0.0;Medio;3.0;Cat_3
460147;Masculino;Si;73;Si;Entretenimiento;1.0;Medio;3.0;Cat_6
460157;Masculino;Si;61;No;Tens;1.0;Bajo;5.0;Cat_4
460160;Masculino;No;39;Si;Entretenimiento;5.0;Bajo;1.0;Cat_3
460162;Femenino;No;19;No;Enfermeria;0.0;Bajo;4.0;Cat_2
460166;Femenino;No;19;No;Enfermeria;0.0;Bajo;7.0;Cat_2
460167;Femenino;No;23;No;Entretenimiento;1.0;Bajo;5.0;Cat_2
460168;Masculino;Si;83;Si;Ejecutivo;0.0;Alto;2.0;Cat_2
460171;Femenino;Si;62;Si;Artista;1.0;Alto;2.0;Cat_6
460174;Femenino;No;43;Si;Artista;9.0;Bajo;4.0;Cat_6
460175;Femenino;No;27;No;Artista;0.0;Bajo;5.0;Cat_2
460177;Masculino;No;50;Si;Artista;0.0;Bajo;1.0;Cat_6
460179;Femenino;No;23;No;Entretenimiento;0.0;Bajo;6.0;Cat_2
460183;Masculino;No;35;No;Entretenimiento;9.0;Bajo;2.0;Cat_6
460185;Masculino;No;32;No;Enfermeria;9.0;Bajo;3.0;Cat_6
460187;Femenino;No;42;Si;Doctor;2.0;Bajo;3.0;Cat_6
460189;Masculino;No;33;No;Entretenimiento;13.0;Bajo;1.0;Cat_6
460190;Femenino;No;28;Si;Entretenimiento;9.0;Bajo;3.0;Cat_6
460192;Masculino;Si;35;Si;Tens;1.0;Bajo;2.0;Cat_7
460196;Femenino;No;35;Si;Enfermeria;9.0;Bajo;2.0;Cat_6
460206;Femenino;Si;39;Si;Entretenimiento;0.0;Bajo;2.0;Cat_6
460211;Masculino;Si;28;Tens;Artista;6.0;Bajo;1.0;Cat_6
460212;Masculino;Si;35;Si;Entretenimiento;11.0;Bajo;6.0;Cat_6
460214;Femenino;Si;45;Si;Ingenieria;0.0;Medio;2.0;Cat_6
460222;Femenino;Tens;73;Si;Abogado;4.0;Alto;Tens;Cat_6
460223;Masculino;No;52;No;Entretenimiento;1.0;Bajo;1.0;Cat_6
460227;Masculino;No;28;No;Enfermeria;0.0;Bajo;3.0;Cat_6
460242;Masculino;Si;38;Si;Enfermeria;9.0;Bajo;3.0;Cat_6
460243;Femenino;No;42;Si;Entretenimiento;8.0;Bajo;1.0;Cat_6
460247;Femenino;No;26;No;Doctor;9.0;Bajo;Tens;Cat_6
460248;Femenino;No;27;Si;Enfermeria;7.0;Bajo;2.0;Cat_6
460252;Masculino;Si;41;Si;Artista;0.0;Bajo;2.0;Cat_6
460263;Masculino;Si;41;Si;Artista;1.0;Bajo;2.0;Cat_6
460265;Masculino;Si;47;Si;Ejecutivo;0.0;Alto;4.0;Cat_6
460270;Masculino;No;35;Si;Doctor;8.0;Bajo;1.0;Cat_6
460272;Femenino;No;88;Si;Abogado;0.0;Bajo;1.0;Cat_6
460275;Femenino;No;46;Si;Artista;6.0;Bajo;1.0;Cat_6
460276;Femenino;Si;41;Si;Artista;3.0;Bajo;2.0;Cat_6
460281;Femenino;No;30;Si;Doctor;10.0;Bajo;5.0;Cat_6
460283;Masculino;Si;43;Si;Doctor;12.0;Bajo;2.0;Cat_6
460284;Femenino;No;29;Si;Entretenimiento;9.0;Bajo;2.0;Cat_6
460287;Masculino;Si;48;Si;Artista;1.0;Bajo;1.0;Cat_6
460289;Femenino;Si;61;Si;Artista;4.0;Medio;6.0;Cat_4
460298;Femenino;No;51;Si;Abogado;2.0;Bajo;1.0;Cat_6
460303;Femenino;No;38;Si;Artista;2.0;Bajo;1.0;Cat_4
460305;Femenino;Tens;49;Si;Entretenimiento;0.0;Alto;1.0;Cat_6
460306;Femenino;No;43;Si;Enfermeria;9.0;Bajo;1.0;Cat_6
460310;Masculino;No;27;No;Enfermeria;14.0;Bajo;4.0;Cat_6
460315;Femenino;No;35;No;Doctor;14.0;Bajo;6.0;Cat_7
460319;Femenino;Si;39;No;Doctor;4.0;Medio;2.0;Cat_7
460322;Femenino;Si;52;No;Ingenieria;9.0;Bajo;Tens;Cat_6
460323;Femenino;No;38;Si;Ingenieria;10.0;Bajo;1.0;Cat_6
460324;Femenino;No;30;Si;Entretenimiento;12.0;Bajo;2.0;Cat_6
460327;Femenino;No;43;Si;Artista;10.0;Bajo;1.0;Cat_6
460333;Femenino;No;42;No;Entretenimiento;10.0;Bajo;4.0;Cat_6
460336;Femenino;No;46;Si;Artista;2.0;Bajo;1.0;Cat_7
460340;Femenino;No;47;Si;Artista;11.0;Bajo;2.0;Cat_6
460341;Femenino;No;32;No;Entretenimiento;13.0;Bajo;5.0;Cat_7
460344;Femenino;Si;53;Si;Artista;11.0;Medio;2.0;Cat_6
460346;Femenino;Si;43;Si;Artista;12.0;Medio;Tens;Cat_6
460348;Femenino;No;39;Si;Artista;0.0;Bajo;2.0;Cat_6
460349;Masculino;Tens;42;Si;Artista;3.0;Medio;2.0;Cat_6
460354;Femenino;No;37;Si;Artista;3.0;Bajo;1.0;Cat_3
460356;Masculino;No;19;No;Enfermeria;0.0;Bajo;4.0;Cat_6
460358;Masculino;No;30;No;Marketing;1.0;Bajo;1.0;Cat_3
460361;Femenino;Si;49;Si;Artista;0.0;Bajo;1.0;Cat_4
460362;Masculino;Si;55;Si;Enfermeria;0.0;Bajo;3.0;Cat_4
460365;Femenino;Si;59;Si;Doctor;1.0;Bajo;2.0;Cat_4
460369;Femenino;Si;46;Si;Artista;1.0;Bajo;2.0;Cat_6
460370;Femenino;Si;27;Si;Ejecutivo;9.0;Alto;2.0;Cat_6
460371;Femenino;No;25;Si;Artista;1.0;Bajo;2.0;Cat_6
460378;Femenino;No;37;Si;Doctor;1.0;Bajo;1.0;Cat_6
460379;Masculino;No;38;Si;Artista;9.0;Bajo;3.0;Cat_6
460380;Masculino;No;29;Si;Entretenimiento;9.0;Bajo;3.0;Cat_6
460381;Masculino;No;28;Si;Artista;11.0;Bajo;2.0;Cat_6
460384;Femenino;Si;27;Si;Marketing;8.0;Bajo;2.0;Cat_6
460387;Femenino;No;42;No;Entretenimiento;3.0;Bajo;2.0;Cat_6
460388;Femenino;No;43;Si;Artista;14.0;Bajo;2.0;Cat_6
460389;Femenino;Si;40;Si;Enfermeria;8.0;Medio;2.0;Cat_6
460390;Masculino;No;41;Si;Artista;9.0;Bajo;3.0;Cat_6
460392;Masculino;Si;46;No;Entretenimiento;8.0;Bajo;1.0;Cat_1
460394;Femenino;No;32;Si;Enfermeria;9.0;Bajo;3.0;Cat_6
460397;Femenino;No;56;Si;Entretenimiento;1.0;Bajo;1.0;Cat_6
460399;Masculino;No;28;Si;Marketing;12.0;Bajo;1.0;Cat_6
460401;Femenino;No;25;Si;Artista;0.0;Bajo;3.0;Cat_7
460404;Masculino;Si;42;Si;Artista;6.0;Bajo;7.0;Cat_6
460405;Femenino;No;41;Si;Entretenimiento;5.0;Bajo;2.0;Cat_6
460406;Masculino;Si;36;Si;Enfermeria;3.0;Bajo;2.0;Cat_6
460408;Femenino;No;42;Si;Artista;2.0;Bajo;1.0;Cat_6
460409;Femenino;No;42;Si;Artista;8.0;Bajo;4.0;Cat_6
460415;Femenino;No;55;Si;Entretenimiento;1.0;Bajo;2.0;Cat_6
460422;Masculino;Si;52;Si;Entretenimiento;1.0;Alto;Tens;Cat_6
460431;Femenino;No;47;Si;Ingenieria;1.0;Bajo;1.0;Cat_6
460434;Masculino;Tens;57;Si;Artista;2.0;Alto;3.0;Cat_6
460437;Femenino;No;26;Si;Artista;8.0;Bajo;1.0;Cat_6
460440;Femenino;No;28;No;Artista;5.0;Bajo;2.0;Cat_6
460443;Femenino;No;37;Si;Doctor;0.0;Bajo;1.0;Cat_6
460447;Masculino;Tens;89;No;Abogado;0.0;Bajo;1.0;Cat_3
460449;Masculino;No;25;No;Marketing;2.0;Bajo;1.0;Cat_3
460450;Masculino;Si;50;Si;Ejecutivo;1.0;Alto;4.0;Cat_4
460453;Femenino;No;42;Si;Doctor;5.0;Bajo;1.0;Cat_6
460454;Masculino;No;48;Si;Artista;1.0;Bajo;1.0;Cat_6
460457;Femenino;No;37;Si;Entretenimiento;9.0;Bajo;Tens;Cat_3
460459;Femenino;No;30;No;Ingenieria;1.0;Bajo;5.0;Cat_3
460460;Masculino;Si;26;No;Entretenimiento;2.0;Bajo;4.0;Cat_3
460467;Femenino;Si;47;Si;Artista;1.0;Medio;2.0;Cat_6
460470;Masculino;No;36;No;Enfermeria;1.0;Bajo;4.0;Cat_4
460476;Masculino;Si;53;No;Doctor;1.0;Medio;4.0;Cat_3
460477;Masculino;No;30;No;Entretenimiento;1.0;Bajo;6.0;Cat_3
460484;Femenino;No;20;No;Enfermeria;4.0;Bajo;7.0;Cat_3
460485;Femenino;No;19;No;Marketing;8.0;Bajo;5.0;Cat_3
460489;Masculino;No;19;No;Enfermeria;9.0;Bajo;6.0;Cat_3
460492;Femenino;No;37;No;Marketing;12.0;Bajo;Tens;Cat_3
460495;Masculino;No;20;No;Enfermeria;0.0;Bajo;6.0;Cat_3
460504;Masculino;Tens;39;No;Ejecutivo;1.0;Medio;3.0;Cat_3
460505;Femenino;No;26;Si;Ingenieria;1.0;Bajo;3.0;Cat_3
460507;Masculino;No;31;No;Doctor;0.0;Bajo;4.0;Cat_3
460508;Masculino;Si;31;Si;Enfermeria;2.0;Alto;3.0;Cat_3
460518;Femenino;Si;41;Si;Ingenieria;9.0;Medio;3.0;Cat_3
460522;Femenino;Si;32;No;Dueño de casa;1.0;Medio;2.0;Cat_4
460541;Femenino;Si;42;Si;Dueño de casa;0.0;Medio;3.0;Cat_3
460542;Femenino;Si;89;No;Abogado;1.0;Bajo;Tens;Cat_3
460545;Masculino;Si;78;No;Abogado;1.0;Alto;3.0;Cat_3
460546;Femenino;Si;65;Si;Abogado;1.0;Bajo;2.0;Cat_3
460547;Femenino;Si;48;Si;Dueño de casa;0.0;Medio;Tens;Cat_3
460549;Masculino;No;36;Si;Artista;8.0;Bajo;2.0;Cat_3
460550;Femenino;Si;55;Si;Artista;0.0;Medio;4.0;Cat_3
460551;Masculino;Si;52;Si;Ingenieria;0.0;Medio;2.0;Cat_3
460555;Masculino;Si;52;Si;Dueño de casa;7.0;Medio;3.0;Cat_3
460556;Femenino;Si;41;Si;Tens;1.0;Bajo;1.0;Cat_3
460558;Femenino;Si;36;Si;Ingenieria;1.0;Bajo;1.0;Cat_3
460561;Femenino;No;37;No;Ingenieria;7.0;Bajo;1.0;Cat_3
460563;Femenino;No;40;No;Enfermeria;1.0;Bajo;2.0;Cat_1
460566;Masculino;Si;38;Si;Dueño de casa;1.0;Medio;2.0;Cat_3
460571;Masculino;No;25;No;Doctor;0.0;Bajo;3.0;Cat_3
460572;Femenino;No;33;Si;Ingenieria;1.0;Bajo;4.0;Cat_3
460574;Masculino;No;26;Si;Artista;1.0;Bajo;1.0;Cat_3
460582;Femenino;No;28;No;Entretenimiento;0.0;Bajo;1.0;Cat_3
460583;Masculino;No;18;No;Marketing;0.0;Bajo;6.0;Cat_3
460585;Masculino;No;52;No;Entretenimiento;0.0;Bajo;3.0;Cat_3
460586;Masculino;No;26;Si;Enfermeria;0.0;Bajo;2.0;Cat_3
460588;Masculino;No;18;No;Enfermeria;0.0;Bajo;4.0;Cat_3
460597;Femenino;No;20;No;Marketing;1.0;Bajo;2.0;Cat_3
460598;Femenino;Si;36;Si;Doctor;0.0;Medio;3.0;Cat_3
460605;Masculino;Si;27;Si;Doctor;8.0;Medio;2.0;Cat_4
460606;Masculino;No;21;No;Enfermeria;1.0;Bajo;5.0;Cat_7
460612;Masculino;No;27;Si;Entretenimiento;8.0;Bajo;4.0;Cat_3
460615;Femenino;No;28;Si;Enfermeria;1.0;Bajo;Tens;Cat_3
460618;Masculino;Si;63;Si;Abogado;1.0;Bajo;4.0;Cat_3
460619;Masculino;No;48;Si;Entretenimiento;1.0;Bajo;Tens;Cat_3
460621;Masculino;Si;80;Si;Abogado;1.0;Bajo;2.0;Cat_3
460622;Femenino;Si;71;Si;Abogado;7.0;Alto;3.0;Cat_3
460626;Masculino;Si;47;No;Doctor;8.0;Alto;4.0;Cat_6
460627;Femenino;No;22;No;Tens;1.0;Bajo;4.0;Cat_3
460633;Masculino;Si;35;Si;Tens;1.0;Alto;2.0;Cat_3
460634;Femenino;No;40;No;Entretenimiento;1.0;Bajo;6.0;Cat_3
460637;Femenino;No;18;No;Enfermeria;1.0;Bajo;Tens;Cat_3
460638;Femenino;No;26;Si;Artista;0.0;Bajo;4.0;Cat_3
460639;Femenino;Si;73;Si;Abogado;1.0;Bajo;5.0;Cat_1
460640;Masculino;Si;86;Tens;Abogado;1.0;Bajo;1.0;Cat_3
460645;Femenino;No;37;No;Doctor;1.0;Bajo;2.0;Cat_3
460646;Masculino;Si;59;Si;Entretenimiento;1.0;Bajo;Tens;Cat_3
460653;Femenino;No;28;No;Dueño de casa;8.0;Bajo;1.0;Cat_4
460656;Femenino;Si;29;Si;Artista;9.0;Bajo;3.0;Cat_6
460658;Femenino;Si;37;Si;Marketing;7.0;Medio;3.0;Cat_6
460659;Femenino;Si;46;Si;Marketing;1.0;Medio;3.0;Cat_6
460660;Masculino;No;39;Tens;Entretenimiento;6.0;Bajo;1.0;Cat_6
460661;Femenino;No;33;No;Dueño de casa;8.0;Bajo;1.0;Cat_6
460668;Femenino;No;32;Si;Doctor;1.0;Bajo;2.0;Cat_3
460678;Femenino;No;32;No;Doctor;6.0;Bajo;2.0;Cat_3
460686;Femenino;Tens;25;No;Dueño de casa;8.0;Bajo;1.0;Cat_3
460687;Femenino;Si;48;Si;Dueño de casa;9.0;Medio;2.0;Cat_3
460691;Femenino;No;27;No;Dueño de casa;8.0;Bajo;1.0;Cat_3
460702;Femenino;No;49;Si;Artista;1.0;Bajo;1.0;Cat_6
460703;Femenino;Si;33;Si;Ingenieria;8.0;Medio;5.0;Cat_4
460706;Femenino;No;33;No;Ingenieria;7.0;Bajo;6.0;Cat_4
460708;Masculino;Si;39;Si;Artista;0.0;Bajo;3.0;Cat_6
460716;Masculino;Si;50;Si;Entretenimiento;0.0;Medio;4.0;Cat_6
460719;Femenino;Si;84;Si;Abogado;0.0;Bajo;Tens;Cat_3
460720;Femenino;Si;46;Si;Artista;0.0;Medio;2.0;Cat_6
460722;Masculino;Si;31;No;Entretenimiento;0.0;Medio;3.0;Cat_3
460726;Masculino;Si;57;Si;Artista;3.0;Medio;2.0;Cat_6
460727;Masculino;Si;73;No;Ejecutivo;1.0;Alto;4.0;Cat_3
460729;Masculino;Si;36;Si;Entretenimiento;9.0;Bajo;4.0;Cat_6
460733;Masculino;No;53;Si;Marketing;2.0;Bajo;4.0;Cat_6
460734;Masculino;Si;41;Si;Entretenimiento;9.0;Medio;Tens;Cat_2
460738;Femenino;No;53;No;Ingenieria;0.0;Bajo;Tens;Cat_7
460740;Masculino;Si;35;Si;Artista;2.0;Medio;3.0;Cat_6
460743;Masculino;Si;62;Si;Artista;0.0;Medio;3.0;Cat_6
460746;Masculino;No;23;No;Marketing;0.0;Bajo;3.0;Cat_6
460763;Masculino;No;51;Si;Artista;1.0;Bajo;2.0;Cat_6
460769;Femenino;Si;83;No;Abogado;1.0;Alto;2.0;Cat_6
460780;Femenino;No;26;Si;Enfermeria;0.0;Bajo;2.0;Cat_3
460783;Masculino;Si;86;Si;Abogado;1.0;Bajo;1.0;Cat_6
460785;Masculino;No;26;Si;Enfermeria;0.0;Bajo;4.0;Cat_7
460789;Masculino;Si;42;Si;Ejecutivo;0.0;Bajo;3.0;Cat_6
460794;Femenino;Si;41;Si;Dueño de casa;9.0;Bajo;1.0;Cat_6
460796;Masculino;Si;67;No;Abogado;0.0;Bajo;3.0;Cat_6
460802;Masculino;Si;68;Si;Abogado;1.0;Alto;2.0;Cat_6
460811;Femenino;Si;45;No;Ingenieria;0.0;Alto;2.0;Cat_6
460813;Femenino;Si;86;No;Abogado;0.0;Alto;2.0;Cat_6
460815;Masculino;Si;62;Si;Artista;0.0;Alto;2.0;Cat_3
460822;Masculino;Si;42;Si;Artista;1.0;Bajo;2.0;Cat_6
460825;Masculino;No;26;Si;Doctor;0.0;Bajo;3.0;Cat_4
460828;Masculino;No;48;No;Entretenimiento;1.0;Bajo;1.0;Cat_6
460830;Masculino;Si;40;No;Entretenimiento;3.0;Medio;5.0;Cat_2
460831;Masculino;No;20;No;Enfermeria;0.0;Bajo;4.0;Cat_6
460837;Femenino;No;25;Si;Artista;1.0;Bajo;1.0;Cat_5
460838;Masculino;No;37;Si;Artista;1.0;Bajo;Tens;Cat_6
460840;Masculino;Si;77;Si;Abogado;1.0;Bajo;1.0;Cat_6
460844;Masculino;Si;50;Si;Enfermeria;1.0;Bajo;2.0;Cat_6
460846;Femenino;No;22;No;Marketing;0.0;Bajo;4.0;Cat_6
460847;Masculino;No;26;Si;Artista;1.0;Bajo;3.0;Cat_6
460851;Masculino;Si;71;No;Doctor;0.0;Medio;3.0;Cat_6
460855;Masculino;Si;50;Si;Artista;1.0;Bajo;2.0;Cat_6
460857;Masculino;No;29;No;Entretenimiento;1.0;Bajo;1.0;Cat_4
460859;Masculino;Si;51;Si;Entretenimiento;1.0;Bajo;4.0;Cat_6
460860;Masculino;Si;52;Si;Artista;6.0;Medio;4.0;Cat_6
460861;Masculino;No;20;No;Enfermeria;1.0;Bajo;3.0;Cat_3
460866;Masculino;No;26;Si;Doctor;0.0;Bajo;9.0;Cat_4
460870;Masculino;No;37;Si;Enfermeria;1.0;Bajo;Tens;Cat_4
460871;Femenino;No;33;Si;Enfermeria;1.0;Bajo;Tens;Cat_6
460872;Femenino;Si;39;Si;Artista;0.0;Bajo;2.0;Cat_4
460877;Femenino;Si;53;No;Artista;1.0;Medio;5.0;Cat_6
460878;Masculino;Si;49;No;Entretenimiento;0.0;Medio;4.0;Cat_6
460882;Masculino;No;21;No;Enfermeria;0.0;Bajo;2.0;Cat_3
460888;Masculino;Si;39;No;Dueño de casa;8.0;Bajo;1.0;Cat_6
460891;Femenino;Si;38;No;Artista;2.0;Medio;4.0;Cat_3
460897;Masculino;No;22;No;Enfermeria;4.0;Bajo;4.0;Cat_6
460898;Masculino;Si;52;No;Artista;2.0;Medio;4.0;Cat_6
460899;Masculino;No;40;Si;Entretenimiento;1.0;Bajo;3.0;Cat_6
460901;Masculino;No;20;No;Doctor;8.0;Bajo;3.0;Cat_6
460902;Masculino;No;41;Si;Ejecutivo;1.0;Bajo;3.0;Cat_6
460905;Masculino;No;30;Si;Artista;1.0;Bajo;1.0;Cat_3
460906;Femenino;Si;89;Si;Abogado;1.0;Alto;3.0;Cat_6
460907;Masculino;Si;83;No;Abogado;1.0;Alto;3.0;Cat_6
460923;Masculino;Si;53;Si;Artista;0.0;Medio;3.0;Cat_6
460924;Masculino;No;31;No;Doctor;1.0;Bajo;5.0;Cat_2
460928;Masculino;Si;48;Si;Artista;1.0;Medio;4.0;Cat_6
460934;Femenino;No;29;No;Doctor;0.0;Bajo;2.0;Cat_6
460935;Masculino;Si;87;Si;Abogado;0.0;Bajo;1.0;Cat_6
460945;Masculino;No;19;No;Ingenieria;4.0;Bajo;7.0;Cat_6
460953;Masculino;Si;60;No;Entretenimiento;1.0;Bajo;2.0;Cat_6
460961;Masculino;No;23;No;Enfermeria;1.0;Bajo;2.0;Cat_3
460962;Masculino;Si;61;Si;Ejecutivo;9.0;Alto;4.0;Cat_6
460963;Femenino;No;27;Si;Artista;1.0;Bajo;3.0;Cat_6
460968;Masculino;Si;32;No;Doctor;14.0;Medio;2.0;Cat_3
460975;Masculino;Si;79;Tens;Abogado;0.0;Alto;2.0;Cat_6
460976;Masculino;No;19;No;Enfermeria;1.0;Bajo;4.0;Cat_6
460977;Masculino;Si;42;Si;Ejecutivo;0.0;Alto;3.0;Cat_4
460979;Masculino;Si;76;No;Abogado;1.0;Bajo;1.0;Cat_6
460981;Femenino;Si;41;No;Marketing;1.0;Medio;2.0;Cat_6
460984;Masculino;Si;38;Si;Entretenimiento;0.0;Medio;4.0;Cat_6
460988;Masculino;Si;43;Si;Entretenimiento;0.0;Medio;3.0;Cat_4
460989;Masculino;No;19;No;Enfermeria;1.0;Bajo;3.0;Cat_1
460991;Femenino;No;28;Si;Enfermeria;1.0;Bajo;3.0;Cat_7
460993;Masculino;Si;56;Si;Artista;0.0;Medio;4.0;Cat_6
460999;Masculino;No;28;Si;Ingenieria;0.0;Bajo;3.0;Cat_3
461000;Masculino;Si;60;No;Marketing;1.0;Alto;2.0;Cat_3
461001;Femenino;No;55;Si;Artista;0.0;Bajo;Tens;Cat_3
461015;Masculino;Si;35;Si;Entretenimiento;1.0;Medio;2.0;Cat_3
461016;Masculino;No;25;No;Enfermeria;5.0;Bajo;5.0;Cat_3
461022;Masculino;Si;71;Si;Artista;1.0;Bajo;1.0;Cat_3
461023;Masculino;Si;65;No;Abogado;1.0;Alto;2.0;Cat_3
461024;Masculino;Si;74;Si;Abogado;1.0;Bajo;1.0;Cat_6
461028;Femenino;No;20;No;Enfermeria;5.0;Bajo;4.0;Cat_4
461029;Masculino;Si;43;No;Entretenimiento;9.0;Bajo;2.0;Cat_4
461034;Femenino;No;20;No;Marketing;3.0;Bajo;6.0;Cat_3
461037;Masculino;Si;40;Si;Enfermeria;1.0;Alto;5.0;Cat_3
461038;Femenino;Si;46;Si;Ingenieria;0.0;Alto;5.0;Cat_3
461041;Femenino;Si;65;No;Abogado;1.0;Alto;7.0;Cat_3
461042;Masculino;No;21;No;Enfermeria;0.0;Bajo;Tens;Cat_4
461043;Masculino;Si;50;No;Enfermeria;1.0;Bajo;7.0;Cat_4
461044;Masculino;No;18;No;Enfermeria;0.0;Bajo;5.0;Cat_4
461049;Femenino;Si;61;Si;Doctor;1.0;Bajo;7.0;Cat_7
461050;Masculino;Si;49;Si;Tens;1.0;Alto;3.0;Cat_6
461053;Masculino;Si;39;No;Ejecutivo;1.0;Alto;4.0;Cat_3
461059;Femenino;Si;52;No;Abogado;1.0;Alto;2.0;Cat_6
461060;Masculino;Si;56;Si;Ejecutivo;0.0;Alto;5.0;Cat_6
461065;Masculino;Si;55;Si;Ejecutivo;1.0;Bajo;6.0;Cat_3
461071;Masculino;Si;42;No;Ingenieria;1.0;Medio;5.0;Cat_3
461078;Femenino;No;33;No;Dueño de casa;0.0;Bajo;6.0;Cat_3
461082;Masculino;No;19;No;Enfermeria;8.0;Bajo;4.0;Cat_1
461085;Femenino;No;27;No;Ingenieria;1.0;Bajo;1.0;Cat_3
461093;Femenino;Si;38;Si;Artista;1.0;Medio;4.0;Cat_3
461099;Femenino;No;38;No;Artista;1.0;Bajo;4.0;Cat_3
461111;Femenino;Si;43;Si;Doctor;8.0;Bajo;1.0;Cat_6
461114;Masculino;Si;53;Si;Artista;1.0;Medio;4.0;Cat_3
461116;Masculino;Si;33;No;Ejecutivo;4.0;Alto;4.0;Cat_3
461118;Femenino;No;30;Si;Enfermeria;7.0;Bajo;Tens;Cat_3
461119;Femenino;No;22;No;Enfermeria;6.0;Bajo;3.0;Cat_3
461121;Masculino;No;33;No;Doctor;0.0;Bajo;4.0;Cat_3
461124;Masculino;No;21;No;Enfermeria;1.0;Bajo;8.0;Cat_4
461127;Masculino;No;20;No;Enfermeria;1.0;Bajo;5.0;Cat_4
461128;Masculino;No;19;No;Enfermeria;7.0;Bajo;3.0;Cat_6
461129;Femenino;Si;58;Si;Entretenimiento;1.0;Medio;4.0;Cat_6
461131;Masculino;Si;67;Si;Artista;1.0;Alto;Tens;Cat_6
461145;Femenino;Si;36;Si;Entretenimiento;1.0;Bajo;2.0;Cat_3
461152;Femenino;No;30;No;Dueño de casa;8.0;Bajo;Tens;Cat_3
461154;Masculino;No;23;No;Dueño de casa;1.0;Bajo;4.0;Cat_3
461158;Femenino;No;42;Si;Entretenimiento;1.0;Bajo;Tens;Cat_3
461162;Femenino;No;37;No;Marketing;8.0;Bajo;3.0;Cat_3
461163;Femenino;Si;58;No;Entretenimiento;9.0;Bajo;4.0;Cat_3
461168;Femenino;Si;26;No;Ingenieria;7.0;Medio;2.0;Cat_3
461169;Masculino;No;39;Si;Entretenimiento;9.0;Bajo;2.0;Cat_3
461174;Femenino;No;23;No;Marketing;1.0;Bajo;4.0;Cat_3
461177;Masculino;Si;41;No;Ejecutivo;8.0;Medio;4.0;Cat_1
461178;Masculino;Si;26;No;Entretenimiento;0.0;Bajo;3.0;Cat_3
461179;Femenino;Si;25;No;Ingenieria;3.0;Bajo;3.0;Cat_3
461181;Masculino;No;19;No;Enfermeria;1.0;Bajo;4.0;Cat_3
461183;Masculino;No;36;No;Ejecutivo;0.0;Bajo;5.0;Cat_3
461187;Masculino;No;29;No;Enfermeria;9.0;Bajo;4.0;Cat_3
461197;Masculino;No;26;No;Marketing;1.0;Bajo;1.0;Cat_3
461198;Femenino;No;78;Si;Abogado;1.0;Bajo;1.0;Cat_6
461201;Femenino;No;55;Si;Artista;1.0;Bajo;1.0;Cat_6
461205;Masculino;No;26;Si;Enfermeria;1.0;Bajo;3.0;Cat_2
461211;Femenino;No;46;Si;Entretenimiento;0.0;Bajo;1.0;Cat_6
461214;Masculino;No;29;No;Enfermeria;0.0;Bajo;4.0;Cat_6
461215;Femenino;No;36;Si;Artista;10.0;Bajo;1.0;Cat_6
461218;Masculino;Si;27;No;Ejecutivo;1.0;Bajo;6.0;Cat_6
461220;Femenino;No;29;No;Ejecutivo;8.0;Bajo;3.0;Cat_6
461221;Femenino;No;25;No;Marketing;1.0;Bajo;4.0;Cat_6
461225;Femenino;No;30;No;Marketing;10.0;Bajo;6.0;Cat_6
461226;Masculino;Si;45;Si;Tens;1.0;Bajo;2.0;Cat_6
461230;Femenino;No;21;No;Ejecutivo;0.0;Bajo;Tens;Cat_3
461232;Femenino;Si;41;Si;Ejecutivo;1.0;Alto;Tens;Cat_3
461233;Masculino;Si;38;Si;Entretenimiento;1.0;Bajo;Tens;Cat_3
461236;Femenino;No;28;Si;Enfermeria;9.0;Bajo;1.0;Cat_6
461237;Masculino;No;33;Si;Doctor;1.0;Bajo;5.0;Cat_2
461241;Masculino;Si;31;Si;Enfermeria;7.0;Bajo;2.0;Cat_6
461242;Masculino;Si;45;Si;Enfermeria;0.0;Bajo;2.0;Cat_6
461243;Masculino;Si;47;Si;Marketing;0.0;Bajo;5.0;Cat_6
461248;Femenino;No;39;No;Enfermeria;0.0;Bajo;1.0;Cat_6
461251;Femenino;No;47;Si;Marketing;1.0;Bajo;Tens;Cat_6
461252;Femenino;Si;53;Si;Doctor;0.0;Bajo;1.0;Cat_3
461256;Masculino;No;27;No;Doctor;1.0;Bajo;4.0;Cat_4
461257;Masculino;Si;37;Si;Ingenieria;1.0;Medio;2.0;Cat_4
461258;Femenino;Si;62;Si;Artista;1.0;Medio;3.0;Cat_4
461262;Femenino;No;29;No;Ingenieria;0.0;Bajo;7.0;Cat_4
461263;Femenino;Si;51;Si;Artista;0.0;Bajo;1.0;Cat_4
461265;Masculino;No;30;No;Marketing;1.0;Bajo;6.0;Cat_4
461269;Masculino;No;18;No;Entretenimiento;0.0;Bajo;4.0;Cat_4
461274;Femenino;Si;87;Si;Abogado;1.0;Alto;2.0;Cat_6
